long_name,cre,collection_date,sequencing_type,total_reads,all_mapped_percent,mRNA_percent,genome_percent,ercc_percent,tdt_permillion,major_class,sub_class,major_dissection,layer_dissectoin,color_code,short_name
Nd12181433,Ndnf,11/7/2014,hiseq_122214,6780018,87.88,50.65,31.1,1.36,165,Inhibitory,Ndnf,V1,L1,63,Nd1680_V1
Nd12181434,Ndnf,11/7/2014,hiseq_122214,6640705,89.42,53.02,30.5,1.35,366.4,Inhibitory,Ndnf,V1,L1,63,Nd1681_V1
Nd12181435,Ndnf,11/7/2014,hiseq_122214,7363457,90.29,50.34,33.98,1.53,214.8,Inhibitory,Ndnf,V1,L1,63,Nd1682_V1
Nd12181436,Ndnf,11/7/2014,hiseq_122214,6078920,89.83,52.86,31.28,1.11,175,Inhibitory,Ndnf,V1,L1,63,Nd1683_V1
Nd12181437,Ndnf,11/7/2014,hiseq_122214,7730353,87,53.42,27.6,1.33,210.5,Inhibitory,Ndnf,V1,L1,63,Nd1684_V1
Nd12181438,Ndnf,11/7/2014,hiseq_122214,7898585,90.75,51.15,33.81,1.29,244.1,Inhibitory,Ndnf,V1,L1,63,Nd1685_V1
Nd12181439,Ndnf,11/7/2014,hiseq_122214,8019586,89.68,51.4,32.42,1.21,143.3,Inhibitory,Ndnf,V1,L1,63,Nd1686_V1
P01241401,PvalbD-Slc32a1,1/8/2014,hiseq,19789541,93.14,57.13,29.75,1.65,95.2,Inhibitory,Pvalb,V1,All,49,P216_V
P01241402,PvalbD-Slc32a1,1/8/2014,hiseq,21747531,92.77,49.23,35.96,1.28,82.1,Inhibitory,Pvalb,V1,All,49,P217_V
P01241403,PvalbD-Slc32a1,1/8/2014,hiseq,22545058,93.14,55.87,30.58,1.6,48.3,Inhibitory,Pvalb,V1,All,49,P218_V
P01241404,PvalbD-Slc32a1,1/8/2014,hiseq,22751348,93.23,57.5,29.24,1.19,116.5,Inhibitory,Pvalb,V1,All,49,P219_V
P01241405,PvalbD-Slc32a1,1/8/2014,hiseq,21387702,93.12,56.84,30.01,1.04,34.8,Inhibitory,Pvalb,V1,All,49,P220_V
P01241406,PvalbD-Slc32a1,1/8/2014,hiseq,14350896,92.97,53.28,32.59,1.27,83.5,Inhibitory,Pvalb,V1,All,49,P221_V
P01241407,PvalbD-Slc32a1,1/8/2014,hiseq,18207913,92.67,56.26,30.29,1.48,32.8,Inhibitory,Pvalb,V1,All,49,P222_V
P01241408,PvalbD-Slc32a1,1/8/2014,hiseq,20752447,92.82,57.21,29.93,0.57,57.1,Inhibitory,Pvalb,V1,All,49,P223_V
P12081420,PvalbD-Slc32a1,10/24/2014,hiseq_121514,9664841,90.69,56.44,24.47,1.67,85.2,Inhibitory,Pvalb,V1,All,49,P1527_V
P12081421,PvalbD-Slc32a1,10/24/2014,hiseq_121514,7822850,90.98,58.63,24.03,1.58,93.7,Inhibitory,Pvalb,V1,All,49,P1528_V
P12081422,PvalbD-Slc32a1,10/24/2014,hiseq_121514,7778576,90.87,56.15,25.06,1.55,103.9,Inhibitory,Pvalb,V1,All,49,P1529_V
P12081423,PvalbD-Slc32a1,10/24/2014,hiseq_121514,8435898,91.86,57.37,26.78,1.46,118.9,Inhibitory,Pvalb,V1,All,49,P1530_V
P12081424,PvalbD-Slc32a1,10/24/2014,hiseq_121514,12759108,91.83,57.32,28.28,1.12,66.1,Inhibitory,Pvalb,V1,All,49,P1531_V
P12081425,PvalbD-Slc32a1,10/24/2014,hiseq_121514,8753601,92.11,54.12,29.61,2.46,19.2,Inhibitory,Pvalb,V1,All,49,P1532_V
P12081426,PvalbD-Slc32a1,10/24/2014,hiseq_121514,9176103,91.69,52.62,30.84,2.76,197,Inhibitory,Vip,V1,All,49,P1533_V
P12081427,PvalbD-Slc32a1,10/24/2014,hiseq_121514,8202947,88.5,52.24,28.82,1.81,99.2,Inhibitory,Pvalb,V1,All,49,P1534_V
P12081428,PvalbD-Slc32a1,10/24/2014,hiseq_121514,6263793,89.96,54.1,28.17,0.69,76,Inhibitory,Pvalb,V1,All,49,P1535_V
P12081429,PvalbD-Slc32a1,10/24/2014,hiseq_121514,3781834,90.27,57.58,23.86,0.39,50.8,Inhibitory,Pvalb,V1,All,49,P1536_V
P12081430,PvalbD-Slc32a1,10/24/2014,hiseq_121514,10499505,90.91,46.12,36.7,1.59,27.1,Inhibitory,Pvalb,V1,All,49,P1537_V
P12081431,PvalbD-Slc32a1,10/24/2014,hiseq_121514,8932061,87.47,45.35,34.1,1.09,113.1,Inhibitory,Pvalb,V1,All,49,P1538_V
P12081432,PvalbD-Slc32a1,10/24/2014,hiseq_121514,5177184,91.28,51.93,33.36,0.79,54.3,Inhibitory,Pvalb,V1,All,49,P1539_V
P12081433,PvalbD-Slc32a1,10/24/2014,hiseq_121514,10393573,89.02,54.69,26.97,1.73,58.7,Inhibitory,Pvalb,V1,All,49,P1540_V
P12081434,PvalbD-Slc32a1,10/24/2014,hiseq_121514,9540524,91.36,57.81,24.6,0.57,145.8,Inhibitory,Pvalb,V1,All,49,P1541_V
P12081435,PvalbD-Slc32a1,10/24/2014,hiseq_121514,9696700,90.76,49.19,33.59,1.45,35.7,Inhibitory,Pvalb,V1,All,49,P1542_V
P12081436,PvalbD-Slc32a1,10/24/2014,hiseq_121514,8354172,91.76,56.32,27.83,1.17,63.2,Inhibitory,Pvalb,V1,All,49,P1543_V
P12081437,PvalbD-Slc32a1,10/24/2014,hiseq_121514,4087891,87.98,52.89,26.81,0.83,125.2,Inhibitory,Pvalb,V1,All,49,P1544_V
P12081438,PvalbD-Slc32a1,10/24/2014,hiseq_121514,6374607,90.96,52.34,31.53,1.53,84.1,Inhibitory,Pvalb,V1,All,49,P1545_V
P12081439,PvalbD-Slc32a1,10/24/2014,hiseq_121514,5939189,91.38,52.51,31.54,0.94,68.4,Inhibitory,Sst_Chodl,V1,All,49,P1546_V
P12081440,PvalbD-Slc32a1,10/24/2014,hiseq_121514,3802154,92.09,55.08,29.42,1.47,124.4,Inhibitory,Pvalb,V1,All,49,P1547_V
P14042509,PvalbD-Slc32a1,1/8/2014,hiseq,11094461,93.42,57.92,29.03,1.82,113.4,Inhibitory,Pvalb,V1,All,49,P363_V
P14042510,PvalbD-Slc32a1,1/8/2014,hiseq,6404280,93.29,54.6,31.28,2.16,64,Inhibitory,Pvalb,V1,All,49,P364_V
P14042511,PvalbD-Slc32a1,1/8/2014,hiseq,10094055,93.21,56.94,29.3,1.09,18.6,Inhibitory,Pvalb,V1,All,49,P365_V
P14042513,PvalbD-Slc32a1,1/8/2014,hiseq,9516589,88.59,53.44,28.83,1.24,52.2,Inhibitory,Pvalb,V1,All,49,P367_V
P14042514,PvalbD-Slc32a1,1/8/2014,hiseq,12152225,92.38,55.01,30.4,2.24,143.5,Inhibitory,Pvalb,V1,All,49,P368_V
P14042515,PvalbD-Slc32a1,1/8/2014,hiseq,14388153,92.14,51.09,34.08,1.9,149.4,Inhibitory,Pvalb,V1,All,49,P369_V
P14042516,PvalbD-Slc32a1,1/8/2014,hiseq,19833429,92.91,57.34,28.2,0.73,45.8,Inhibitory,Pvalb,V1,All,49,P370_V
P14042517,PvalbD-Slc32a1,1/8/2014,hiseq,12637986,93.99,55.17,32.11,1.61,14.1,Inhibitory,Pvalb,V1,All,49,P371_V
P14042518,PvalbD-Slc32a1,1/8/2014,hiseq_102314,5788343,92.72,56.54,28.99,1.9,114.2,Inhibitory,Pvalb,V1,All,49,P372_V
P14042519,PvalbD-Slc32a1,1/8/2014,hiseq,10802095,93.45,56.8,30.34,0.83,31.4,Inhibitory,Pvalb,V1,All,49,P373_V
P14042520,PvalbD-Slc32a1,1/8/2014,hiseq,10185413,92.82,56.03,30.86,1.14,42.9,Inhibitory,Pvalb,V1,All,49,P374_V
P14042521,PvalbD-Slc32a1,1/8/2014,hiseq_102314,7669686,87.04,41.12,36.71,2.58,265.6,Inhibitory,Pvalb,V1,All,49,P375_V
P14042522,PvalbD-Slc32a1,1/8/2014,hiseq_102314,8409679,92.32,60.06,24.78,2.24,39.5,Inhibitory,Pvalb,V1,All,49,P376_V
P14042523,PvalbD-Slc32a1,1/8/2014,hiseq,14236554,92.87,56.41,29.52,1.48,74.4,Inhibitory,Pvalb,V1,All,49,P377_V
P14042524,PvalbD-Slc32a1,1/8/2014,hiseq,14834366,92.79,53.47,32.87,1.6,22,Inhibitory,Pvalb,V1,All,49,P378_V
Q02271447,Scnn1a-Tg2,2/14/2014,hiseq,23898977,93.63,53.77,31.5,0.89,314.4,Excitatory,L4,V1,L4,4,Q286_V4
Q02271448,Scnn1a-Tg2,2/14/2014,hiseq,21129624,92.47,56.44,26.77,1.16,561.4,Excitatory,L4,V1,L4,4,Q287_V4
Q02271449,Scnn1a-Tg2,2/14/2014,hiseq,20994051,91.51,55.32,26.73,1.45,453.2,Excitatory,L4,V1,L4,4,Q288_V4
Q02271450,Scnn1a-Tg2,2/14/2014,hiseq,21506088,89.26,54.72,26.36,1.14,383.3,Excitatory,L4,V1,L4,4,Q289_V4
Q02271451,Scnn1a-Tg2,2/14/2014,hiseq,22763875,90.89,51.77,30.58,1.52,552.8,Excitatory,L4,V1,L4,4,Q290_V4
Q06061425,Scnn1a-Tg2,2/14/2014,hiseq_062514,10638725,93.21,43.76,43.81,0.96,246.7,Excitatory,L4,V1,L4,4,Q582_V4
Q06061426,Scnn1a-Tg2,2/14/2014,hiseq_062514,7243212,93.07,51.43,35.61,0.9,220.5,Excitatory,L4,V1,L4,4,Q583_V4
Q06061427,Scnn1a-Tg2,2/14/2014,hiseq_062514,8012676,93.55,49.89,38.2,1.16,324.4,Excitatory,L4,V1,L4,4,Q584_V4
Q06061428,Scnn1a-Tg2,2/14/2014,hiseq_062514,6418516,93.59,56.72,31.01,0.79,325.5,Excitatory,L4,V1,L4,4,Q585_V4
Q06061429,Scnn1a-Tg2,2/14/2014,hiseq_062514,18670559,94.02,50.5,37.32,0.8,314.7,Excitatory,L4,V1,L4,4,Q586_V4
Q06061431,Scnn1a-Tg2,2/14/2014,hiseq_062514,11216278,93.73,41.88,45.99,1.14,80.2,Excitatory,L4,V1,L4,4,Q588_V4
Q06061432,Scnn1a-Tg2,2/14/2014,hiseq_062514,7758533,93.75,48.75,39.29,0.79,402.9,Excitatory,L4,V1,L4,4,Q589_V4
Q08041410,Scnn1a-Tg2,7/15/2014,hiseq_082114,9302813,91.51,52.53,33.69,0.79,263.9,Excitatory,L4,V1,L4,4,Q1060_V4
Q08041411,Scnn1a-Tg2,7/15/2014,hiseq_082114,9478441,88.47,37.5,45.14,1.55,482.9,Excitatory,L4,V1,L4,4,Q1061_V4
Q08041412,Scnn1a-Tg2,7/15/2014,hiseq_082114,9885292,90.22,49.26,33.78,1.48,250.7,Excitatory,L4,V1,L4,4,Q1062_V4
Q08041413,Scnn1a-Tg2,7/15/2014,hiseq_082114,11421154,91.04,48.02,36.87,1.32,432.3,Excitatory,L4,V1,L4,4,Q1063_V4
Q08041414,Scnn1a-Tg2,7/15/2014,hiseq_082114,7868389,91.07,45.72,39.32,1.45,355,Excitatory,L4,V1,L4,4,Q1064_V4
Q08041415,Scnn1a-Tg2,7/15/2014,hiseq_082114,18600020,91.87,45.47,40.6,1.1,321.2,Excitatory,L4,V1,L4,4,Q1065_V4
Q08041416,Scnn1a-Tg2,7/15/2014,hiseq_082114,8113922,92.69,46.73,40.7,0.78,217.3,Excitatory,L4,V1,L4,4,Q1066_V4
R01241409,Rbp4,1/9/2014,hiseq,19555563,93.23,46.26,40.27,2.12,250,Excitatory,L5a1,V1,L5,8,R224_V5
R01241410,Rbp4,1/9/2014,hiseq,18597473,92.76,61.58,24.82,1.59,302.4,Excitatory,L5a2,V1,L5,8,R225_V5
R01241411,Rbp4,1/9/2014,hiseq,5173104,90.6,54.09,29.76,1.59,246.1,Excitatory,L5a1,V1,L5,8,R226_V5
R01241412,Rbp4,1/9/2014,hiseq,5232909,90.7,58.02,27.04,1.36,114.1,Excitatory,L5a2,V1,L5,8,R227_V5
R01241413,Rbp4,1/9/2014,hiseq,6573166,93.18,50.94,35.43,2.04,229.3,Excitatory,L5a2,V1,L5,8,R228_V5
R01241414,Rbp4,1/9/2014,hiseq,9596689,93.44,56.04,30.1,1.62,332.1,Excitatory,L5a2,V1,L5,8,R229_V5
R01241415,Rbp4,1/9/2014,hiseq,12553874,92.8,51.33,34.48,1.69,201.9,Excitatory,L5b,V1,L5,8,R230_V5
R01241416,Rbp4,1/9/2014,hiseq,15519859,93.22,54.01,32.05,0.81,286.4,Excitatory,L5b1,V1,L5,8,R231_V5
R02131501,Rbp4,11/25/2014,hiseq_030415,10007889,92.17,52.49,33.49,1.27,138.8,Excitatory,L5_Chrna6,V1,All,9,R2068_V
R02131503,Rbp4,11/25/2014,hiseq_030415,9290792,91.52,53.79,31.08,0.82,188.6,Excitatory,L5a,V1,All,9,R2070_V
R02131504,Rbp4,11/25/2014,hiseq_030415,7552300,90.94,54.75,30.52,0.92,193.5,Excitatory,,V1,All,9,R2071_V
R02131505,Rbp4,11/25/2014,hiseq_030415,9092847,91.64,49.8,35.94,1.04,201.3,Excitatory,L5_Chrna6,V1,All,9,R2072_V
R02131506,Rbp4,11/25/2014,hiseq_030415,9332349,90.98,49.62,35.05,1.43,136.1,Excitatory,,V1,All,9,R2073_V
R02131507,Rbp4,11/25/2014,hiseq_030415,9144530,90.48,47.51,36.8,1.8,250.6,Excitatory,,V1,All,9,R2074_V
R02131508,Rbp4,11/25/2014,hiseq_030415,8854364,91.61,54.22,31.9,0.81,354.2,Excitatory,L5b,V1,All,9,R2075_V
R02131509,Rbp4,11/25/2014,hiseq_030415,10714406,91.97,41.34,43.38,2.27,274.8,Excitatory,,V1,All,9,R2076_V
R02131510,Rbp4,11/25/2014,hiseq_030415,11253862,90.78,43.11,39.53,0.74,433.9,Excitatory,,V1,All,9,R2077_V
R02131511,Rbp4,11/25/2014,hiseq_030415,11410341,92.04,53.12,32.16,1.35,341.4,Excitatory,,V1,All,9,R2078_V
R02131512,Rbp4,11/25/2014,hiseq_030415,11082844,91.73,47.54,37.25,1.27,236.1,Excitatory,,V1,All,9,R2079_V
R02131513,Rbp4,11/25/2014,hiseq_030415,11237196,91.61,51.99,32.84,1.17,281.1,Excitatory,,V1,All,9,R2080_V
R02131514,Rbp4,11/25/2014,hiseq_030415,11823601,91.67,45.66,39.62,1.07,249.5,Excitatory,,V1,All,9,R2081_V
R02131515,Rbp4,11/25/2014,hiseq_030415,11015884,90.28,43.69,39.59,1.35,70,Excitatory,,V1,All,9,R2082_V
R02131516,Rbp4,11/25/2014,hiseq_030415,11513898,91.81,49.47,34.95,0.98,185.5,Excitatory,L5a,V1,All,9,R2083_V
R02131517,Rbp4,11/25/2014,hiseq_030415,10997877,91.9,48.45,37.12,1.57,220.4,Excitatory,L5a,V1,All,9,R2084_V
R02131518,Rbp4,11/25/2014,hiseq_030415,12173893,91.7,52.65,31.73,1.38,276.5,Excitatory,L5a,V1,All,9,R2085_V
R02131519,Rbp4,11/25/2014,hiseq_030415,13385191,91.75,50,35.46,1.28,279.8,Excitatory,,V1,All,9,R2086_V
R02131520,Rbp4,11/25/2014,hiseq_030415,14381326,91.51,49.4,35.78,1.08,188,Excitatory,L5_Chrna6,V1,All,9,R2087_V
R02131521,Rbp4,11/25/2014,hiseq_030415,10787067,91.85,48.72,36.69,1.04,182,Excitatory,,V1,All,9,R2088_V
R02131522,Rbp4,11/25/2014,hiseq_030415,10760629,91.63,48.75,36.37,1.28,172.2,Excitatory,,V1,All,9,R2089_V
R02131523,Rbp4,11/25/2014,hiseq_030415,9380041,89.28,47.68,33.49,1.55,242.5,Excitatory,,V1,All,9,R2090_V
R02131524,Rbp4,11/25/2014,hiseq_030415,9525198,91.84,48.39,36.48,0.93,107.8,Excitatory,,V1,All,9,R2091_V
R02131525,Rbp4,11/20/2014,hiseq_030415,12708716,92.47,51.04,35.07,0.86,216.3,Excitatory,,V1,All,9,R2092_V
R02131526,Rbp4,11/20/2014,hiseq_030415,11196340,86.17,51.13,28.37,0.61,285.9,Excitatory,L5b,V1,All,9,R2093_V
R02131528,Rbp4,11/20/2014,hiseq_030415,15290107,91.55,50,34.55,1.23,224.6,Excitatory,,V1,All,9,R2095_V
R02131529,Rbp4,11/20/2014,hiseq_030415,9186074,91.69,51.29,33.85,1.3,303,Excitatory,,V1,All,9,R2096_V
R02131530,Rbp4,11/20/2014,hiseq_030415,10664924,90.08,39.92,42.8,1.52,156.2,Excitatory,,V1,All,9,R2097_V
R02131531,Rbp4,11/20/2014,hiseq_030415,10980621,91.88,54.64,31.03,1.01,290.6,Excitatory,,V1,All,9,R2098_V
R02131532,Rbp4,11/20/2014,hiseq_030415,9646768,90.53,47.99,36.44,0.91,236.8,Excitatory,,V1,All,9,R2099_V
R02131533,Rbp4,11/20/2014,hiseq_030415,9225642,90.93,51.59,32.63,0.9,264.4,Excitatory,L5b,V1,All,9,R2100_V
R02131534,Rbp4,11/20/2014,hiseq_030415,9512583,91.29,49.18,35.6,1.5,220.2,Excitatory,,V1,All,9,R2101_V
R02131535,Rbp4,11/20/2014,hiseq_030415,8290577,89.67,47.25,35.44,2,138.5,Excitatory,L5a,V1,All,9,R2102_V
R02131536,Rbp4,11/20/2014,hiseq_030415,11952321,89.36,41.37,40.16,1.58,220.7,Excitatory,,V1,All,9,R2103_V
R02131537,Rbp4,11/20/2014,hiseq_030415,9676618,91.74,58.56,26.46,0.76,269.5,Excitatory,L5b,V1,All,9,R2104_V
R02131538,Rbp4,11/20/2014,hiseq_030415,9028782,89.59,55.69,24.45,1.99,445.6,Excitatory,L6a2,V1,All,9,R2105_V
R02131539,Rbp4,11/20/2014,hiseq_030415,10092519,91.31,54.97,29.47,0.5,349.5,Excitatory,L5b,V1,All,9,R2106_V
R02131540,Rbp4,11/20/2014,hiseq_030415,10850994,90.21,51.67,32.13,0.9,264.9,Excitatory,L5b,V1,All,9,R2107_V
R05081401m,Rbp4 Neg,4/23/2014,hiseq,11885712,91.67,54.91,24.3,3.17,0,Glia,Oligodendrocyte,V1,L5,44,R395n_V5
R05081402m,Rbp4 Neg,4/23/2014,hiseq,7042749,88.45,33.84,42.94,6.8,5.1,Glia,Microglia,V1,L5,44,R396n_V5
R05081403m,Rbp4 Neg,4/23/2014,hiseq,15239776,88.4,33.75,41.78,8.62,0.2,Glia,Microglia,V1,L5,44,R397n_V5
R05081404m,Rbp4 Neg,4/23/2014,hiseq_062514,9002281,88.42,43.57,31.18,8.58,27.2,Glia,Microglia,V1,L5,44,R398n_V5
R05081405m,Rbp4 Neg,4/23/2014,hiseq,14715083,91.95,42.37,39.32,6.22,14.3,Glia,OPC,V1,L5,44,R399n_V5
R05081406m,Rbp4 Neg,4/23/2014,hiseq,9782547,91.47,30.15,51.55,5.23,18.1,Glia,OPC,V1,L5,44,R400n_V5
R05081407m,Rbp4 Neg,4/23/2014,hiseq,12903052,90.75,53.22,25.91,3.85,2.2,Glia,Oligodendrocyte,V1,L5,44,R401n_V5
R05081408m,Rbp4 Neg,4/23/2014,hiseq,13708257,91,41.97,43.56,0.89,1.5,Excitatory,L4,V1,L5,44,R402n_V5
R05081409m,Rbp4 Neg,4/23/2014,hiseq,8823225,91.13,31.42,53.28,2.9,4.2,Glia,OPC,V1,L5,44,R403n_V5
R05081410m,Rbp4 Neg,4/23/2014,hiseq_082914,5410334,81.81,36.9,33.19,7.97,49.9,Glia,Microglia,V1,L5,44,R404n_V5
R05081411m,Rbp4 Neg,4/23/2014,hiseq,10236541,92.58,55.86,30.56,1.4,0,Glia,Oligodendrocyte,V1,L5,44,R405n_V5
R05081412m,Rbp4 Neg,4/23/2014,hiseq,10604509,90.47,61.77,16.61,3.59,0,Glia,Oligodendrocyte,V1,L5,44,R406n_V5
R05081413m,Rbp4 Neg,4/23/2014,hiseq_082914,11717000,92.33,40.66,43.32,3.65,0.1,Glia,OPC,V1,L5,44,R407n_V5
R05081414m,Rbp4 Neg,4/23/2014,hiseq,6850426,89.09,32.94,42.51,7.68,18.1,Glia,Microglia,V1,L5,44,R408n_V5
R05081415m,Rbp4 Neg,4/23/2014,hiseq,7319309,90.73,53.72,24.19,4.37,0.1,Glia,Oligodendrocyte,V1,L5,44,R409n_V5
R05081416m,Rbp4 Neg,4/23/2014,hiseq,11021532,87,39.36,33.36,9.52,0.4,Glia,Microglia,V1,L5,44,R410n_V5
R05081418m,Rbp4 Neg,4/23/2014,hiseq_071414,6408398,91.35,41.6,37.82,5.3,0.2,Glia,OPC,V1,L5,44,R412n_V5
R05081419m,Rbp4 Neg,4/23/2014,hiseq_082914,4945861,90.59,54.52,20.36,5.48,0.2,Glia,Oligodendrocyte,V1,L5,44,R413n_V5
R05081420m,Rbp4 Neg,4/23/2014,hiseq_071414,5883618,89.25,37.46,40.06,5.82,11,Glia,Microglia,V1,L5,44,R414n_V5
R05081421m,Rbp4 Neg,4/23/2014,hiseq_071414,13150458,92.38,47.41,37.25,2.85,3.3,Glia,OPC,V1,L5,44,R415n_V5
R05081422m,Rbp4 Neg,4/23/2014,hiseq,16843391,91.59,48.55,32.1,4.69,0.8,Glia,Microglia,V1,L5,44,R416n_V5
R05081423m,Rbp4 Neg,4/23/2014,hiseq_071414,9341229,89.24,28.52,47.47,7.61,0,Glia,Microglia,V1,L5,44,R417n_V5
R05081424m,Rbp4 Neg,4/23/2014,hiseq_071414,11837964,87.68,29.06,43.23,10.23,49.9,Glia,Microglia,V1,L5,44,R418n_V5
R05081425,Rbp4,4/23/2014,hiseq,6862201,94.02,58.15,30.6,0.35,284.3,Excitatory,L5a1,V1,L5,8,R419_V5
R05081426,Rbp4,4/23/2014,hiseq,10633787,93.47,54.64,33.35,0.39,274.2,Excitatory,L5b1,V1,L5,8,R420_V5
R05081427,Rbp4,4/23/2014,hiseq,9514641,94.07,54.23,34.15,0.35,255.7,Excitatory,L5b,V1,L5,8,R421_V5
R05081430,Rbp4,4/23/2014,hiseq,7169794,93.31,52.74,34.9,0.38,436.3,Excitatory,L5a2,V1,L5,8,R424_V5
R05081431,Rbp4,4/23/2014,hiseq,14674763,93.78,57.37,28.89,0.26,74.8,Inhibitory,Pvalb,V1,L5,8,R425_V5
R05081432,Rbp4,4/23/2014,hiseq,8918881,93.17,49.17,38.51,0.27,196.5,Excitatory,L5b1,V1,L5,8,R426_V5
R05081433,Rbp4,4/23/2014,hiseq,11273491,91.91,48.91,34.5,1.9,342,Excitatory,L4,V1,L5,8,R427_V5
R05081434,Rbp4,4/23/2014,hiseq,8146340,94.37,60.99,27.4,0.91,417.6,Excitatory,L5b2,V1,L5,8,R428_V5
R05081435,Rbp4,4/23/2014,hiseq,9490616,93.52,54.83,30.85,1.28,399.7,Excitatory,L5a2,V1,L5,8,R429_V5
R05081436,Rbp4,4/23/2014,hiseq,8455097,94.18,61.4,26.22,1.24,185.5,Excitatory,L5a2,V1,L5,8,R430_V5
R05081437,Rbp4,4/23/2014,hiseq,8237016,94.25,53.19,35.75,0.4,188.1,Excitatory,L5b1,V1,L5,8,R431_V5
R05081438,Rbp4,4/23/2014,hiseq,8976878,93.83,54.38,33.65,0.64,290,Excitatory,L5a2,V1,L5,8,R432_V5
R05081439,Rbp4,4/23/2014,hiseq,25799019,90.89,45.55,39.33,1.36,355.8,Excitatory,L5,V1,L5,8,R433_V5
R05081440,Rbp4,4/23/2014,hiseq,10577672,92.33,62.63,24.22,0.86,359.7,Excitatory,L5b2,V1,L5,8,R434_V5
R05081441,Rbp4,4/23/2014,hiseq,13784128,89,53.45,28.03,2.02,1299.5,Excitatory,L4,V1,L5,8,R435_V5
R05081442,Rbp4,4/23/2014,hiseq,4933932,93.88,61.76,26.55,0.69,455.4,Excitatory,L5a1,V1,L5,8,R436_V5
R05081443,Rbp4,4/23/2014,hiseq,8535645,94.01,57.73,30.9,0.85,228,Excitatory,L5a2,V1,L5,8,R437_V5
R05081444,Rbp4,4/23/2014,hiseq,6671508,93.18,55.25,30.81,0.53,291.7,Excitatory,L5b,V1,L5,8,R438_V5
R05081445,Rbp4,4/23/2014,hiseq,22502858,92.48,59.24,27.19,1.61,306.4,Excitatory,L5a2,V1,L5,8,R439_V5
R05081446,Rbp4,4/23/2014,hiseq,7029923,91.14,49.52,36.4,0.72,144.1,Excitatory,L5a2,V1,L5,8,R440_V5
R05081447,Rbp4,4/23/2014,hiseq,15541463,93.33,50.04,38.15,0.56,200.3,Excitatory,L5a2,V1,L5,8,R441_V5
R05081448,Rbp4,4/23/2014,hiseq,15772709,89.69,52.85,31.78,0.46,280.2,Excitatory,L5b2,V1,L5,8,R442_V5
R06111401,Rbp4,4/23/2014,hiseq_062514,9180766,87.66,50.28,33.31,0.4,275.6,Excitatory,L5a2,V1,L5,8,R606_V5
R06111402,Rbp4,4/23/2014,hiseq_062514,10431634,91.88,50.68,35.79,0.29,242.8,Excitatory,L5b2,V1,L5,8,R607_V5
R06111403,Rbp4,4/23/2014,hiseq_062514,27405871,93.13,56.08,32.3,0.28,249.3,Excitatory,L5a2,V1,L5,8,R608_V5
R06111404,Rbp4,4/23/2014,hiseq_062514,20269626,93.37,47.05,40.95,0.26,287.8,Excitatory,L5b1,V1,L5,8,R609_V5
R06111405,Rbp4,4/23/2014,hiseq_062514,13780744,90.86,47.65,38.65,0.25,211.7,Excitatory,L5b,V1,L5,8,R610_V5
R06111406,Rbp4,4/23/2014,hiseq_062514,7041032,91.12,48.97,36.19,0.34,227.5,Excitatory,L5b1,V1,L5,8,R611_V5
R06111407,Rbp4,4/23/2014,hiseq_062514,5643742,93.38,51.56,36.93,0.21,296.4,Excitatory,L5b1,V1,L5,8,R612_V5
R06111408,Rbp4,4/23/2014,hiseq_062514,7485332,93.36,56.8,31.95,0.33,328.4,Excitatory,L5b,V1,L5,8,R613_V5
R06111409,Rbp4,4/23/2014,hiseq_062514,8346173,89.08,58.1,25.73,0.78,260.5,Excitatory,L5b1,V1,L5,8,R614_V5
R06111410,Rbp4,4/23/2014,hiseq_062514,10287522,93.25,47.7,40.72,0.36,240.9,Excitatory,L4,V1,L5,8,R615_V5
R06111411,Rbp4,4/23/2014,hiseq_102314,14877734,93.63,53.11,35.9,0.25,200.1,Excitatory,L5a,V1,L5,8,R616_V5
R06111412,Rbp4,4/23/2014,hiseq_102314,6477106,93.03,51.11,37.32,0.32,272.8,Excitatory,L6a,V1,L5,8,R617_V5
R06111413,Rbp4,4/23/2014,hiseq_102314,5946230,90.82,52.64,33.33,0.23,228,Excitatory,L5b,V1,L5,8,R618_V5
R06111414,Rbp4,4/23/2014,hiseq_102314,7157232,93.31,48.47,40.95,0.28,250.9,Excitatory,L5b,V1,L5,8,R619_V5
R06111415,Rbp4,4/23/2014,hiseq_102314,10127905,91.9,37.41,50.14,0.38,303.2,Excitatory,L6a,V1,L5,8,R620_V5
R06111416,Rbp4,4/23/2014,hiseq_102314,7796522,94.15,53.82,35.09,0.21,205,Excitatory,L5b,V1,L5,8,R621_V5
R06111417,Rbp4,4/23/2014,hiseq_102314,7309858,90.99,48.91,37.96,0.43,227.9,Excitatory,L5a,V1,L5,8,R622_V5
R06111418,Rbp4,4/23/2014,hiseq_102314,5126994,92.56,57.61,29.59,0.82,328.7,Excitatory,L4,V1,L5,8,R623_V5
R06111419,Rbp4,4/23/2014,hiseq_102314,5225786,93.43,52.3,35.83,0.4,164.2,Excitatory,L5b,V1,L5,8,R624_V5
R06111420,Rbp4,4/23/2014,hiseq_020915,5548789,92.54,47.27,40.55,0.5,155.5,Excitatory,L4,V1,L5,8,R625_V5
R06111421,Rbp4,4/23/2014,hiseq_102314,6559175,88.99,75.36,6.76,1.48,171.8,Excitatory,L6a,V1,L5,8,R626_V5
